2023-12-10 12:19:11 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 12:24:44 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 12:45:30 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 12:55:32 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 12:55:53 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 12:59:24 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:00:20 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:02:00 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:02:32 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:04:00 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:08:59 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:11:44 error: [PUT] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:14:57 error: [POST] /changPassword/hassna@gmail.com >> StatusCode:: 400, Message:: Authentication token missing
2023-12-10 13:17:20 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:26:53 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:28:17 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:44:35 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:46:13 error: [GET] /users/62cc6c536ffc0d571c6ac50c04fcccf2baabf068 >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:49:54 error: [POST] /changePassword/hassna@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:57:16 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 13:59:11 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:00:58 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:02:18 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:08:21 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:13:59 error: [PUT] /users/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:15:35 error: [PUT] /users/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:17:15 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:18:15 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:19:24 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:20:55 error: [PUT] /users/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:22:00 error: [POST] /users/upload/avatar/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:23:21 error: [GET] /users/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 14:55:12 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 15:02:55 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 15:04:24 error: [PUT] /users/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 15:07:20 error: [POST] /changePassword/SaraAloui@gmail.com >> StatusCode:: 401, Message:: Wrong authentication token
2023-12-10 16:04:49 error: [GET] /users/e1d640e916c8628de70bf8ec0bd97461577cc85a >> StatusCode:: 401, Message:: Wrong authentication token
